phis,phis (radians),NVP (in),NVP(ft),x (in),y (in),x (ft),y (ft)
324,5.654866776,379,31.58333333,306.6174408,-222.7706108,25.5514534,-18.56421756
325,5.672320069,379,31.58333333,310.4586248,-217.3854694,25.87155207,-18.11545578
326,5.689773362,379,31.58333333,314.2052401,-211.9341103,26.18377001,-17.66117585
327,5.707226654,379,31.58333333,317.8561452,-206.4181943,26.4880121,-17.20151619
328,5.724679947,379,31.58333333,321.4102285,-200.839401,26.78418571,-16.73661675
329,5.742133239,379,31.58333333,324.866407,-195.1994304,27.07220058,-16.2666192
330,5.759586532,379,31.58333333,328.2236281,-189.4999999,27.35196901,-15.79166666
331,5.777039824,379,31.58333333,331.480869,-183.7428461,27.62340575,-15.31190384
332,5.794493117,379,31.58333333,334.6371378,-177.9297222,27.88642815,-14.82747685
333,5.811946409,379,31.58333333,337.6914726,-172.0623994,28.14095605,-14.33853329
334,5.829399702,379,31.58333333,340.6429436,-166.1426645,28.38691197,-13.84522204
335,5.846852994,379,31.58333333,343.4906513,-160.1723213,28.62422094,-13.34769344
336,5.864306287,379,31.58333333,346.2337285,-154.1531876,28.85281071,-12.84609897
337,5.881759579,379,31.58333333,348.8713394,-148.0870978,29.07261162,-12.34059148
338,5.899212872,379,31.58333333,351.4026809,-141.9758988,29.28355674,-11.8313249
339,5.916666164,379,31.58333333,353.8269816,-135.821453,29.4855818,-11.31845441
340,5.934119457,379,31.58333333,356.1435033,-129.6256342,29.67862528,-10.80213619
341,5.951572749,379,31.58333333,358.3515401,-123.3903306,29.86262834,-10.28252755
342,5.969026042,379,31.58333333,360.4504197,-117.1174408,30.03753497,-9.759786734
343,5.986479334,379,31.58333333,362.4395025,-110.8088762,30.20329187,-9.234073018
344,6.003932627,379,31.58333333,364.3181828,-104.4665578,30.35984856,-8.705546484
345,6.021385919,379,31.58333333,366.0858881,-98.09241823,30.50715734,-8.174368186
346,6.038839212,379,31.58333333,367.7420803,-91.6883984,30.64517336,-7.640699866
347,6.056292504,379,31.58333333,369.2862545,-85.25644975,30.77385454,-7.104704146
348,6.073745797,379,31.58333333,370.7179407,-78.7985308,30.89316172,-6.566544233
349,6.091199089,379,31.58333333,372.0367025,-72.31660942,31.00305854,-6.026384118
350,6.108652382,379,31.58333333,373.2421384,-65.81265933,31.10351153,-5.484388277
351,6.126105675,379,31.58333333,374.3338811,-59.28866206,31.19449009,-4.940721839
352,6.143558967,379,31.58333333,375.3115981,-52.74660527,31.2759665,-4.395550439
