x (ft),y (ft)
64.02176719993965,-23.171898954335955
60.94330803524169,-20.574980654687938
60.94330803524169,-20.574980654687938
70.39282081057367,-21.202336056833005
70.39282081057367,-21.202336056833005
58.87030982808986,-16.37140215970516
59.02960333803329,-14.448568191210752
59.02960333803329,-14.448568191210752
75.66114592233914,-16.36088898617891
63.698611653235766,-12.456033657379686
63.698611653235766,-12.456033657379686
55.59508420210016,-8.718189698159266
76.71508686395994,-10.56135485366803
59.16028529510535,-7.439854671489733
58.87588339478464,-5.388899189462188
43.619685143819964,-3.859934790787077
32.31186647440995,-2.1682629678075
32.31186647440995,-2.1682629678075
32.76405373791723,-1.1981232649931253
32.76405373791723,-1.1981232649931253
32.75754643263333,-0.5097412757535383
32.75754643263333,-0.5097412757535383
32.48694312233803,0.6903520097026056
32.76522682931198,1.3481432138379443
33.018329883718785,3.936993127808855
33.018329883718785,3.936993127808855
33.018329883718785,3.936993127808855
30.390048997167895,3.6147450919277238
30.390048997167895,3.6147450919277238
28.963720244623346,4.819169047221021
28.963720244623346,4.819169047221021
28.67136617026719,5.156271332811429
26.766549530152304,5.247343860647465
26.766549530152304,5.247343860647465
26.941086949754464,6.469673443170998
23.888326092146276,6.123567552470472
23.888326092146276,6.123567552470472
58.90801931728107,18.009957046304788
59.23020661141873,20.160939879908792
61.49911893980365,21.929848998480292
61.49911893980365,21.929848998480292
58.313582950064216,21.773797727081018
56.46751999404457,21.870343283499167
55.034110583228205,23.38911474447516
60.38073210493959,27.057510964553504
53.21286263319598,24.767566579522043
58.64039802763887,27.96688216632434
57.329220081020146,28.611054555625415
52.836355723495,27.750813932438977
51.25168541516546,28.99315110022952
51.25168541516546,28.99315110022952
54.38681497981247,32.21191741860567
53.7617896573603,33.931960143172496
57.21650694715865,37.61965725913564
50.13748073248948,33.607487152552274
59.47570115137879,40.76705065741043
59.47570115137879,40.76705065741043
46.91842392664887,35.55117721434349
47.56890375714735,37.26198264780438
43.60981055488397,33.7544365130211
34.45465870650983,28.970264950136084
33.667961678248474,28.930213094328963
32.84715408158371,29.80393882959064
32.84715408158371,29.80393882959064
32.37343115424478,30.37108457014566
31.509563786854233,31.28631248841785
31.555725421810028,32.14964451564099
30.047243608508197,31.870703646546456
28.49948238504004,32.2187368339975
28.921657625730692,32.81228824565873
25.930628957959172,31.494473911331273
24.694654733775227,30.368961947435622
25.30883420944977,32.92578584679331
24.69423777517116,32.92471153329555
23.221189188394675,31.429116072874166
23.720678711043167,33.823352495778174
23.481332885450882,33.95057695783042
22.26516709946092,34.77083759175785
20.81620933440053,33.72542347161721
20.81620933440053,33.72542347161721
19.77505829110991,35.048625688281824
19.77505829110991,35.048625688281824
18.509807835150124,34.440447830695156
18.388076587443592,35.29553201483112
15.598210002925235,31.977349659131857
15.26502070900178,31.66943481957423
14.911367619774845,33.25244570954248
14.882214101691455,34.27470608643458
13.654146704417593,34.3451190024442
12.374097843961325,31.669782768547304
12.789342594323081,32.66166527769051
10.900591446621258,32.60970133291459
11.39337597108947,34.716194428672644
11.39337597108947,34.716194428672644
9.503100954594307,34.55829072916021
9.503100954594307,34.55829072916021
8.805806007483664,34.38838861095104
8.173572030485628,34.32912724076745
8.173572030485628,34.32912724076745
6.273109648231688,33.96979908320963
5.657107199974445,33.880863748307824
5.657107199974445,33.880863748307824
4.96298996014665,33.81773465614537
4.394798642215866,33.269335574040035
3.136525669668917,31.94904484437473
3.136525669668917,31.94904484437473
2.4859530260934384,31.864567966451176
1.4575802317508437,28.934464941091516
0.6767875909787922,28.949336451717556
0.14787597825275844,30.21288510415748
-0.3329211866276006,29.43350286792465
-0.7783399966665511,29.244215009829347
-1.2349271031221518,28.93702713164612
-1.440173573077759,26.673377398887823
-1.9870262801374512,26.79757306954239
-1.9870262801374512,26.79757306954239
-2.3795266005335045,27.423192376704947
-3.1931075539458966,26.3334154935817
-3.629045662176902,24.594808542123662
-3.629045662176902,24.594808542123662
-3.744617685519424,25.904024061680435
-4.836467788695501,25.037172050026694
-4.836467788695501,25.037172050026694
-6.261184889025922,26.508566587331547
-6.64011299861707,26.164616512484855
-7.7011846302195694,29.040199392417023
-10.748321601721562,36.01763264629924
-12.803971218754265,41.43595510164913
-15.520523915662608,46.055062714529406
-21.952043906214097,60.97316744163948
