x (ft),y (ft),description,img_last4,neck,seat_track,seat_height
11.32625656,10.15137139,,0000,50th_male,mid,mid
11.24831037,10.19637467,,0000,50th_male,mid,mid
11.23271982,10.20537402,,0000,50th_male,mid,mid
11.11581365,10.21612861,,0000,50th_male,mid,mid
11.11581365,10.21612861,,0000,50th_male,mid,mid
10.83729331,10.26428478,,0000,50th_male,mid,mid
10.73764764,10.26590551,,0000,50th_male,mid,mid
10.45978675,10.42632874,,0000,50th_male,mid,mid
10.37669948,10.41865814,,0000,50th_male,mid,mid
10.05341535,10.44,,0000,50th_male,mid,mid
9.987362205,10.42356627,,0000,50th_male,mid,mid
9.791099081,10.37473425,,0000,50th_male,mid,mid
9.597641076,10.32660433,,0000,50th_male,mid,mid
9.168103675,10.4170374,,0000,50th_male,mid,mid
9.168103675,10.4170374,,0000,50th_male,mid,mid
8.944209318,10.54630577,,0000,50th_male,mid,mid
8.926998031,10.50421588,,0000,50th_male,mid,mid
8.759429134,10.49764436,,0000,50th_male,mid,mid
8.759429134,10.49764436,,0000,50th_male,mid,mid
8.549169948,10.51668635,,0000,50th_male,mid,mid
8.549169948,10.51668635,,0000,50th_male,mid,mid
9.41378937,10.3799836,,0000,50th_male,mid,mid
9.41378937,10.3799836,,0000,50th_male,mid,mid
8.415337927,10.54312992,,0000,50th_male,mid,mid
8.415337927,10.54312992,,0000,50th_male,mid,mid
8.102050525,10.4449147,,0000,50th_male,mid,mid
8.085895669,10.40051181,,0000,50th_male,mid,mid
8.085895669,10.40051181,,0000,50th_male,mid,mid
7.959498031,10.42002297,,0000,50th_male,mid,mid
7.959498031,10.42002297,,0000,50th_male,mid,mid
7.740498688,10.38766404,,0000,50th_male,mid,mid
7.740498688,10.38766404,,0000,50th_male,mid,mid
7.434143701,10.30505249,,0000,50th_male,mid,mid
7.434143701,10.30505249,,0000,50th_male,mid,mid
7.137175197,10.17336942,,0000,50th_male,mid,mid
7.137175197,10.17336942,,0000,50th_male,mid,mid
6.863061024,10.33163058,,0000,50th_male,mid,mid
6.863061024,10.33163058,,0000,50th_male,mid,mid
6.625833333,10.36948491,,0000,50th_male,mid,mid
6.625833333,10.36948491,,0000,50th_male,mid,mid
6.387053806,10.26369423,,0000,50th_male,mid,mid
6.387053806,10.26369423,,0000,50th_male,mid,mid
6.301128609,10.26525919,,0000,50th_male,mid,mid
6.286187664,10.27388451,,0000,50th_male,mid,mid
6.2007021,10.27542979,,0000,50th_male,mid,mid
6.185797244,10.28403543,,0000,50th_male,mid,mid
6.056141732,10.31130577,,0000,50th_male,mid,mid
6.056141732,10.31130577,,0000,50th_male,mid,mid
5.769635827,10.24209646,,0000,50th_male,mid,mid
5.706630577,10.18614829,,0000,50th_male,mid,mid
5.591417323,10.11576444,,0000,50th_male,mid,mid
5.591417323,10.11576444,,0000,50th_male,mid,mid
5.431610892,9.984012467,,0000,50th_male,mid,mid
5.291807743,9.932746063,,0000,50th_male,mid,mid
5.18222769,9.865803806,,0000,50th_male,mid,mid
5.18222769,9.865803806,,0000,50th_male,mid,mid
3.021568241,9.914658793,,0000,50th_male,mid,mid
3.021568241,9.914658793,,0000,50th_male,mid,mid
3.081978346,9.879780184,,0000,50th_male,mid,mid
3.097080052,9.871062992,,0000,50th_male,mid,mid
3.142388451,9.844904856,,0000,50th_male,mid,mid
3.142388451,9.844904856,,0000,50th_male,mid,mid
3.21414042,9.760495407,,0000,50th_male,mid,mid
3.21414042,9.760495407,,0000,50th_male,mid,mid
3.270521654,9.685170604,,0000,50th_male,mid,mid
3.270521654,9.685170604,,0000,50th_male,mid,mid
3.360708661,9.633103675,,0000,50th_male,mid,mid
3.360708661,9.633103675,,0000,50th_male,mid,mid
3.463904199,9.702463911,,0000,50th_male,mid,mid
3.463904199,9.702463911,,0000,50th_male,mid,mid
3.463904199,9.702463911,,0000,50th_male,mid,mid
3.463904199,9.702463911,,0000,50th_male,mid,mid
3.579163386,9.722916667,,0000,50th_male,mid,mid
3.579163386,9.722916667,,0000,50th_male,mid,mid
3.61433727,9.746420604,,0000,50th_male,mid,mid
3.61433727,9.746420604,,0000,50th_male,mid,mid
3.715846457,9.776082677,,0000,50th_male,mid,mid
3.715846457,9.776082677,,0000,50th_male,mid,mid
3.828405512,9.7555479,,0000,50th_male,mid,mid
3.828405512,9.7555479,,0000,50th_male,mid,mid
3.931702756,9.78546916,,0000,50th_male,mid,mid
3.931702756,9.78546916,,0000,50th_male,mid,mid
4.020501969,9.824635827,,0000,50th_male,mid,mid
4.020501969,9.824635827,,0000,50th_male,mid,mid
4.125761155,9.85519685,,0000,50th_male,mid,mid
4.125761155,9.85519685,,0000,50th_male,mid,mid
4.24773294,9.877011155,,0000,50th_male,mid,mid
4.24773294,9.877011155,,0000,50th_male,mid,mid
4.4092979,9.923812336,,0000,50th_male,mid,mid
4.4092979,9.923812336,,0000,50th_male,mid,mid
4.5807021,10.01492454,,0000,50th_male,mid,mid
4.5807021,10.01492454,,0000,50th_male,mid,mid
4.755826772,10.01030184,,0000,50th_male,mid,mid
4.755826772,10.01030184,,0000,50th_male,mid,mid
4.836115486,10.06141076,,0000,50th_male,mid,mid
4.836115486,10.06141076,,0000,50th_male,mid,mid
4.925003281,10.05919948,,0000,50th_male,mid,mid
4.933415354,10.10369751,,0000,50th_male,mid,mid
5.079084646,10.01959318,,0000,50th_male,mid,mid
5.079084646,10.01959318,,0000,50th_male,mid,mid
5.111456693,10.00090551,,0000,50th_male,mid,mid
5.127644357,9.99156168,,0000,50th_male,mid,mid
5.268822178,10.05965551,,0000,50th_male,mid,mid
5.285134514,10.05023622,,0000,50th_male,mid,mid
