x,y,description,img_last4,neck,seat_track,seat_height
3.208787,29.374981,,1268,50th_male,mid,mid
3.314137,29.374981,,1268,50th_male,mid,mid
3.314137,29.374981,,1268,50th_male,mid,mid
3.469659,29.835999,,1268,50th_male,mid,mid
3.484968,29.835999,,1268,50th_male,mid,mid
3.561510,29.835999,,1268,50th_male,mid,mid
3.607434,29.835999,,1268,50th_male,mid,mid
3.757899,30.072519,,1268,50th_male,mid,mid
3.757899,30.072519,,1268,50th_male,mid,mid
3.925371,30.558081,,1268,50th_male,mid,mid
3.925371,30.558081,,1268,50th_male,mid,mid
4.129647,30.558081,,1268,50th_male,mid,mid
4.129647,30.558081,,1268,50th_male,mid,mid
4.286783,30.558081,,1268,50th_male,mid,mid
4.286783,30.558081,,1268,50th_male,mid,mid
4.491059,30.558081,,1268,50th_male,mid,mid
4.491059,30.558081,,1268,50th_male,mid,mid
4.793230,31.319378,,1268,50th_male,mid,mid
4.793230,31.319378,,1268,50th_male,mid,mid
5.069723,31.850313,,1268,50th_male,mid,mid
5.069723,31.850313,,1268,50th_male,mid,mid
5.186563,31.061043,,1268,50th_male,mid,mid
5.186563,31.061043,,1268,50th_male,mid,mid
5.378511,31.061043,,1268,50th_male,mid,mid
5.378511,31.061043,,1268,50th_male,mid,mid
5.677948,31.850313,,1268,50th_male,mid,mid
5.694386,31.850313,,1268,50th_male,mid,mid
9.919363,34.264484,,1268,50th_male,mid,mid
9.919363,34.264484,,1268,50th_male,mid,mid
9.787240,34.822948,,1268,50th_male,mid,mid
9.787240,34.822948,,1268,50th_male,mid,mid
9.520615,34.822948,,1268,50th_male,mid,mid
9.520615,34.822948,,1268,50th_male,mid,mid
9.316728,34.822948,,1268,50th_male,mid,mid
9.316728,34.822948,,1268,50th_male,mid,mid
9.010036,34.264484,,1268,50th_male,mid,mid
8.979211,34.264484,,1268,50th_male,mid,mid
8.774390,33.725067,,1268,50th_male,mid,mid
8.577439,33.725067,,1268,50th_male,mid,mid
8.577439,33.725067,,1268,50th_male,mid,mid
8.404166,33.462181,,1268,50th_male,mid,mid
8.359100,33.462181,,1268,50th_male,mid,mid
8.223898,33.462181,,1268,50th_male,mid,mid
8.193853,33.462181,,1268,50th_male,mid,mid
7.842840,32.699425,,1268,50th_male,mid,mid
7.842840,32.699425,,1268,50th_male,mid,mid
7.759327,33.725067,,1268,50th_male,mid,mid
7.759327,33.725067,,1268,50th_male,mid,mid
7.946585,34.264484,,1268,50th_male,mid,mid
7.946585,34.264484,,1268,50th_male,mid,mid
7.607672,33.992462,,1268,50th_male,mid,mid
7.547226,33.725067,,1268,50th_male,mid,mid
7.319973,33.725067,,1268,50th_male,mid,mid
7.289671,33.725067,,1268,50th_male,mid,mid
7.153319,33.725067,,1268,50th_male,mid,mid
7.097214,33.462181,,1268,50th_male,mid,mid
6.893079,33.203690,,1268,50th_male,mid,mid
6.766188,32.949448,,1268,50th_male,mid,mid
6.612091,32.699425,,1268,50th_male,mid,mid
6.597439,32.699425,,1268,50th_male,mid,mid
6.319055,32.699425,,1268,50th_male,mid,mid
6.319055,32.699425,,1268,50th_male,mid,mid
6.082667,32.453484,,1268,50th_male,mid,mid
6.082667,32.453484,,1268,50th_male,mid,mid
5.922813,32.453484,,1268,50th_male,mid,mid
5.922813,32.453484,,1268,50th_male,mid,mid
11.232375,38.837341,,1268,50th_male,mid,mid
11.232375,38.837341,,1268,50th_male,mid,mid
13.563730,46.830460,,1268,50th_male,mid,mid
13.563730,46.830460,,1268,50th_male,mid,mid
16.500858,56.786068,,1268,50th_male,mid,mid
16.500858,56.786068,,1268,50th_male,mid,mid
20.559944,70.544632,,1268,50th_male,mid,mid
20.559944,70.544632,,1268,50th_male,mid,mid
28.503332,97.232346,,1268,50th_male,mid,mid
28.503332,97.232346,,1268,50th_male,mid,mid
39.208405,133.101364,,1268,50th_male,mid,mid
39.208405,133.101364,,1268,50th_male,mid,mid
54.361481,181.533279,,1268,50th_male,mid,mid
54.361481,181.533279,,1268,50th_male,mid,mid
65.609261,212.720963,,1268,50th_male,mid,mid
65.609261,212.720963,,1268,50th_male,mid,mid
80.288322,257.070984,,1268,50th_male,mid,mid
80.288322,257.070984,,1268,50th_male,mid,mid
92.221252,287.092957,,1268,50th_male,mid,mid
92.221252,287.092957,,1268,50th_male,mid,mid
121.914803,374.944366,,1268,50th_male,mid,mid
121.914803,374.944366,,1268,50th_male,mid,mid
146.030823,442.926514,,1268,50th_male,mid,mid
146.030823,442.926514,,1268,50th_male,mid,mid
182.111633,541.272583,,1268,50th_male,mid,mid
182.111633,541.272583,,1268,50th_male,mid,mid
184.896439,541.272583,,1268,50th_male,mid,mid
184.896439,541.272583,,1268,50th_male,mid,mid
154.486160,442.926514,,1268,50th_male,mid,mid
154.486160,442.926514,,1268,50th_male,mid,mid
130.714890,374.944366,,1268,50th_male,mid,mid
132.364899,374.944366,,1268,50th_male,mid,mid
134.014908,374.944366,,1268,50th_male,mid,mid
134.014908,374.944366,,1268,50th_male,mid,mid
85.084656,232.779587,,1268,50th_male,mid,mid
77.715256,212.720963,,1268,50th_male,mid,mid
63.191769,169.170700,,1268,50th_male,mid,mid
59.141342,158.405579,,1268,50th_male,mid,mid
59.141342,158.405579,,1268,50th_male,mid,mid
43.256962,114.865814,,1268,50th_male,mid,mid
39.690521,105.298004,,1268,50th_male,mid,mid
30.747898,81.699387,,1268,50th_male,mid,mid
30.747898,81.699387,,1268,50th_male,mid,mid
23.275200,62.145649,,1268,50th_male,mid,mid
23.275200,62.145649,,1268,50th_male,mid,mid
18.833864,50.339355,,1268,50th_male,mid,mid
18.833864,50.339355,,1268,50th_male,mid,mid
18.169083,48.518044,,1268,50th_male,mid,mid
17.455015,46.830460,,1268,50th_male,mid,mid
16.234333,43.801586,,1268,50th_male,mid,mid
15.969791,43.108028,,1268,50th_male,mid,mid
13.504755,36.777836,,1268,50th_male,mid,mid
13.504755,36.777836,,1268,50th_male,mid,mid
13.871413,37.270481,,1268,50th_male,mid,mid
13.871413,37.270481,,1268,50th_male,mid,mid
14.426134,38.299572,,1268,50th_male,mid,mid
14.426134,38.299572,,1268,50th_male,mid,mid
14.957185,38.837341,,1268,50th_male,mid,mid
14.957185,38.837341,,1268,50th_male,mid,mid
15.037577,38.837341,,1268,50th_male,mid,mid
15.037577,38.837341,,1268,50th_male,mid,mid
15.244534,38.299572,,1268,50th_male,mid,mid
15.244534,38.299572,,1268,50th_male,mid,mid
14.769071,37.777515,,1268,50th_male,mid,mid
14.769071,37.777515,,1268,50th_male,mid,mid
15.402935,38.299572,,1268,50th_male,mid,mid
15.402935,38.299572,,1268,50th_male,mid,mid
15.561335,38.299572,,1268,50th_male,mid,mid
15.561335,38.299572,,1268,50th_male,mid,mid
15.746138,38.299572,,1268,50th_male,mid,mid
15.746138,38.299572,,1268,50th_male,mid,mid
15.957337,38.299572,,1268,50th_male,mid,mid
15.983735,38.299572,,1268,50th_male,mid,mid
16.431032,38.837341,,1268,50th_male,mid,mid
16.194939,38.299572,,1268,50th_male,mid,mid
16.303930,37.777515,,1268,50th_male,mid,mid
16.303930,37.777515,,1268,50th_male,mid,mid
16.512047,37.777515,,1268,50th_male,mid,mid
16.512047,37.777515,,1268,50th_male,mid,mid
17.181351,38.837341,,1268,50th_male,mid,mid
17.181351,38.837341,,1268,50th_male,mid,mid
17.198139,38.299572,,1268,50th_male,mid,mid
17.198139,38.299572,,1268,50th_male,mid,mid
17.330139,38.299572,,1268,50th_male,mid,mid
17.084366,37.777515,,1268,50th_male,mid,mid
16.928625,37.108570,,1268,50th_male,mid,mid
16.928625,37.108570,,1268,50th_male,mid,mid
17.619020,38.204380,,1268,50th_male,mid,mid
17.619020,38.204380,,1268,50th_male,mid,mid
17.760239,38.204380,,1268,50th_male,mid,mid
17.760239,38.204380,,1268,50th_male,mid,mid
17.068199,35.585556,,1268,50th_male,mid,mid
17.068199,35.585556,,1268,50th_male,mid,mid
16.832670,35.585556,,1268,50th_male,mid,mid
16.832670,35.585556,,1268,50th_male,mid,mid
17.229757,37.108570,,1268,50th_male,mid,mid
17.229757,37.108570,,1268,50th_male,mid,mid
17.315199,36.078056,,1268,50th_male,mid,mid
17.315199,36.078056,,1268,50th_male,mid,mid
17.199793,36.923103,,1268,50th_male,mid,mid
17.199793,36.923103,,1268,50th_male,mid,mid
41.698261,37.377625,,1269,50th_male,mid,mid
41.698261,37.377625,,1269,50th_male,mid,mid
36.553787,33.292847,,1269,50th_male,mid,mid
35.574379,32.515182,,1269,50th_male,mid,mid
32.533157,30.075161,,1269,50th_male,mid,mid
32.533157,30.075161,,1269,50th_male,mid,mid
30.134460,28.384354,,1269,50th_male,mid,mid
29.790974,28.109547,,1269,50th_male,mid,mid
28.689363,27.386814,,1269,50th_male,mid,mid
28.052374,26.896059,,1269,50th_male,mid,mid
27.842966,27.016960,,1269,50th_male,mid,mid
27.842966,27.016960,,1269,50th_male,mid,mid
25.112076,24.788033,,1269,50th_male,mid,mid
24.626707,24.391884,,1269,50th_male,mid,mid
22.859503,23.230478,,1269,50th_male,mid,mid
22.653059,23.059559,,1269,50th_male,mid,mid
21.289455,21.948225,,1269,50th_male,mid,mid
21.121506,21.791513,,1269,50th_male,mid,mid
21.121506,21.791513,,1269,50th_male,mid,mid
20.536148,21.392376,,1269,50th_male,mid,mid
20.536148,21.392376,,1269,50th_male,mid,mid
23.365479,23.534052,,1269,50th_male,mid,mid
23.365479,23.534052,,1269,50th_male,mid,mid
18.183655,21.596691,,1269,50th_male,mid,mid
18.183655,21.596691,,1269,50th_male,mid,mid
17.780886,21.391834,,1269,50th_male,mid,mid
17.780886,21.391834,,1269,50th_male,mid,mid
17.550234,21.525000,,1269,50th_male,mid,mid
17.538702,21.531658,,1269,50th_male,mid,mid
17.527605,21.755135,,1269,50th_male,mid,mid
17.598274,21.934660,,1269,50th_male,mid,mid
17.598274,21.934660,,1269,50th_male,mid,mid
17.539736,21.968460,,1269,50th_male,mid,mid
17.563871,22.178259,,1269,50th_male,mid,mid
17.733049,22.538443,,1269,50th_male,mid,mid
22.002668,27.647198,,1269,50th_male,mid,mid
22.002668,27.647198,,1269,50th_male,mid,mid
21.371340,27.295645,,1269,50th_male,mid,mid
21.371340,27.295645,,1269,50th_male,mid,mid
21.028152,27.145885,,1269,50th_male,mid,mid
21.028152,27.145885,,1269,50th_male,mid,mid
22.047186,27.990049,,1269,50th_male,mid,mid
22.047186,27.990049,,1269,50th_male,mid,mid
20.867710,27.238518,,1269,50th_male,mid,mid
20.853125,27.246939,,1269,50th_male,mid,mid
21.111584,27.800163,,1269,50th_male,mid,mid
21.096718,27.808744,,1269,50th_male,mid,mid
21.007519,27.860245,,1269,50th_male,mid,mid
20.933186,27.903162,,1269,50th_male,mid,mid
20.459318,27.474302,,1269,50th_male,mid,mid
20.430147,27.491144,,1269,50th_male,mid,mid
20.357220,27.533249,,1269,50th_male,mid,mid
20.357220,27.533249,,1269,50th_male,mid,mid
21.189381,28.861225,,1269,50th_male,mid,mid
21.174072,28.870064,,1269,50th_male,mid,mid
20.895126,28.655190,,1269,50th_male,mid,mid
20.895126,28.655190,,1269,50th_male,mid,mid
20.606627,28.453203,,1269,50th_male,mid,mid
20.606627,28.453203,,1269,50th_male,mid,mid
20.516560,28.505203,,1269,50th_male,mid,mid
20.306402,28.626537,,1269,50th_male,mid,mid
20.070929,28.400986,,1269,50th_male,mid,mid
20.056063,28.409571,,1269,50th_male,mid,mid
20.056063,28.409571,,1269,50th_male,mid,mid
17.534906,25.449041,,1269,50th_male,mid,mid
17.534906,25.449041,,1269,50th_male,mid,mid
17.186054,25.103853,,1269,50th_male,mid,mid
17.186054,25.103853,,1269,50th_male,mid,mid
17.134531,25.133598,,1269,50th_male,mid,mid
16.907372,24.998219,,1269,50th_male,mid,mid
16.869049,25.020344,,1269,50th_male,mid,mid
16.805180,25.057219,,1269,50th_male,mid,mid
16.766857,25.079344,,1269,50th_male,mid,mid
16.084637,24.449900,,1269,50th_male,mid,mid
15.998086,24.499870,,1269,50th_male,mid,mid
15.936265,24.535564,,1269,50th_male,mid,mid
15.886806,24.564119,,1269,50th_male,mid,mid
15.715397,24.417404,,1269,50th_male,mid,mid
15.473693,24.315186,,1269,50th_male,mid,mid
15.437185,24.336266,,1269,50th_male,mid,mid
15.425014,24.343290,,1269,50th_male,mid,mid
15.376337,24.371393,,1269,50th_male,mid,mid
15.266812,24.434629,,1269,50th_male,mid,mid
15.242475,24.448679,,1269,50th_male,mid,mid
15.859353,25.869823,,1269,50th_male,mid,mid
15.859353,25.869823,,1269,50th_male,mid,mid
15.550219,26.048304,,1269,50th_male,mid,mid
15.550219,26.048304,,1269,50th_male,mid,mid
14.576177,25.320810,,1269,50th_male,mid,mid
14.576177,25.320810,,1269,50th_male,mid,mid
13.931748,24.967409,,1269,50th_male,mid,mid
13.919674,24.974380,,1269,50th_male,mid,mid
13.384178,25.049263,,1269,50th_male,mid,mid
13.384178,25.049263,,1269,50th_male,mid,mid
13.086560,25.455378,,1269,50th_male,mid,mid
13.086560,25.455378,,1269,50th_male,mid,mid
12.845110,25.832798,,1269,50th_male,mid,mid
12.845110,25.832798,,1269,50th_male,mid,mid
12.441341,25.565123,,1269,50th_male,mid,mid
12.441341,25.565123,,1269,50th_male,mid,mid
12.292728,25.946121,,1269,50th_male,mid,mid
12.285114,25.950518,,1269,50th_male,mid,mid
11.768076,25.808386,,1269,50th_male,mid,mid
11.768076,25.808386,,1269,50th_male,mid,mid
11.429835,25.859631,,1269,50th_male,mid,mid
11.422369,25.863943,,1269,50th_male,mid,mid
10.962720,25.845354,,1269,50th_male,mid,mid
10.925748,25.866699,,1269,50th_male,mid,mid
10.760485,26.103395,,1269,50th_male,mid,mid
10.760485,26.103395,,1269,50th_male,mid,mid
10.365326,25.911718,,1269,50th_male,mid,mid
10.365326,25.911718,,1269,50th_male,mid,mid
11.118004,25.755701,,1269,50th_male,mid,mid
11.118004,25.755701,,1269,50th_male,mid,mid
11.586622,25.769112,,1269,50th_male,mid,mid
11.586622,25.769112,,1269,50th_male,mid,mid
12.233424,26.281445,,1269,50th_male,mid,mid
12.233424,26.281445,,1269,50th_male,mid,mid
12.540998,26.103867,,1269,50th_male,mid,mid
12.540998,26.103867,,1269,50th_male,mid,mid
13.136005,26.067486,,1269,50th_male,mid,mid
13.136005,26.067486,,1269,50th_male,mid,mid
13.532110,25.838795,,1269,50th_male,mid,mid
13.532110,25.838795,,1269,50th_male,mid,mid
13.736083,25.262598,,1269,50th_male,mid,mid
13.736083,25.262598,,1269,50th_male,mid,mid
10.054875,25.817656,,1269,50th_male,mid,mid
10.054875,25.817656,,1269,50th_male,mid,mid
15.223772,25.987648,,1269,50th_male,mid,mid
15.223772,25.987648,,1269,50th_male,mid,mid
14.464524,25.456369,,1269,50th_male,mid,mid
14.464524,25.456369,,1269,50th_male,mid,mid
13.940460,25.295887,,1269,50th_male,mid,mid
13.873805,25.183083,,1269,50th_male,mid,mid
13.633080,25.780500,,1269,50th_male,mid,mid
13.633080,25.780500,,1269,50th_male,mid,mid
13.902487,25.780861,,1269,50th_male,mid,mid
13.902487,25.780861,,1269,50th_male,mid,mid
13.165447,25.896145,,1269,50th_male,mid,mid
13.165447,25.896145,,1269,50th_male,mid,mid
12.779369,25.966242,,1269,50th_male,mid,mid
12.779369,25.966242,,1269,50th_male,mid,mid
12.091072,26.212343,,1269,50th_male,mid,mid
12.033871,26.095573,,1269,50th_male,mid,mid
11.431108,26.148382,,1269,50th_male,mid,mid
11.431108,26.148382,,1269,50th_male,mid,mid
9.850839,25.667248,,1269,50th_male,mid,mid
9.850839,25.667248,,1269,50th_male,mid,mid
9.544716,25.450886,,1269,50th_male,mid,mid
9.544716,25.450886,,1269,50th_male,mid,mid
9.332055,25.573668,,1269,50th_male,mid,mid
9.332055,25.573668,,1269,50th_male,mid,mid
8.275037,24.908367,,1269,50th_male,mid,mid
8.275037,24.908367,,1269,50th_male,mid,mid
8.481740,25.218626,,1269,50th_male,mid,mid
8.481740,25.218626,,1269,50th_male,mid,mid
8.632094,25.278091,,1269,50th_male,mid,mid
8.632094,25.278091,,1269,50th_male,mid,mid
8.695698,25.095095,,1269,50th_male,mid,mid
8.695698,25.095095,,1269,50th_male,mid,mid
8.950054,25.542925,,1269,50th_male,mid,mid
8.950054,25.542925,,1269,50th_male,mid,mid
9.072453,25.624994,,1269,50th_male,mid,mid
9.072453,25.624994,,1269,50th_male,mid,mid
9.204700,25.703062,,1269,50th_male,mid,mid
9.213202,25.698153,,1269,50th_male,mid,mid
9.241546,25.527369,,1269,50th_male,mid,mid
9.241546,25.527369,,1269,50th_male,mid,mid
9.436002,25.415100,,1269,50th_male,mid,mid
9.436002,25.415100,,1269,50th_male,mid,mid
9.714550,25.564861,,1269,50th_male,mid,mid
9.714550,25.564861,,1269,50th_male,mid,mid
8.426411,25.544720,,1269,50th_male,mid,mid
8.426411,25.544720,,1269,50th_male,mid,mid
8.218408,25.370659,,1269,50th_male,mid,mid
8.218408,25.370659,,1269,50th_male,mid,mid
9.083706,27.768194,,1269,50th_male,mid,mid
9.083706,27.768194,,1269,50th_male,mid,mid
9.988625,30.391430,,1269,50th_male,mid,mid
9.988625,30.391430,,1269,50th_male,mid,mid
10.896823,33.211624,,1269,50th_male,mid,mid
10.896823,33.211624,,1269,50th_male,mid,mid
12.510880,38.062016,,1269,50th_male,mid,mid
12.510880,38.062016,,1269,50th_male,mid,mid
